,locality,type of property,subtype of property,price,sale type,number of rooms,area,kitchen equipment,furnished,open fire,terrace,terrace area,garden,garden area,surface land,surface plot land,number of facades,swimming pool,building state
2,Leuven,Appartement,None,359000,notariale,4,80,0,0,0,True,50,0,None,None,None,2,0,new
3,Leuven,Appartement,None,375000,notariale,5,92,0,0,0,True,50,0,None,None,None,2,0,new
4,Leuven,Appartement,Studio avec coin lit,199000,notariale,3,24,0,0,0,None,None,0,None,None,None,2,0,new
5,Leuven,Appartement,None,375000,notariale,5,88,0,0,0,True,7,0,None,None,None,2,0,new
6,Leuven,Appartement,None,375000,notariale,5,81,0,0,0,True,10,0,None,None,None,2,0,new
7,Landen,Maison,None,259000,notariale,4,102,0,0,0,True,40,1,None,None,340,2,0,new
8,Leuven,Appartement,Studio avec coin lit,229000,notariale,3,25,0,0,0,None,None,0,None,None,None,2,0,new
9,Leuven,Appartement,Studio avec coin lit,199000,notariale,3,21,0,0,0,None,None,0,None,None,None,2,0,new
0,Zellik,Appartement,None,188000,notariale,4,66,0,0,0,None,None,0,300,0,300,None,0,old
1,Zellik,Appartement,None,188000,notariale,4,66,0,0,0,None,None,0,300,None,None,None,0,old
2,Opwijk,Appartement,Duplex,265000,notariale,5,90,0,0,0,True,15,0,None,None,None,2,0,old
3,Strombeek-Bever,Maison,Maison exceptionnelle,495000,notariale,8,200,0,0,0,True,40,1,None,None,323,3,0,new
4,Boutersem,Maison,None,309000,notariale,7,194,0,0,0,None,None,1,None,None,160,2,0,old
5,Boutersem,Appartement,Serviceflat,270000,notariale,3,104,0,0,0,None,None,1,None,None,None,4,0,old
6,Overijse,Maison,None,620000,notariale,10,220,0,0,0,None,None,1,None,None,078,4,0,old
7,Haacht,Appartement,Penthouse,335000,notariale,4,181,0,0,0,None,None,0,None,None,None,None,0,None
8,Perk,Maison,None,335000,notariale,5,185,0,0,0,None,None,0,None,None,271,3,0,old
9,Groot-Bijgaarden,Appartement,None,229000,notariale,4,65,0,0,0,True,3,1,None,None,65,2,0,old
0,Overijse,Maison,None,755000.0,notariale,13,210,0,0,1,None,None,1,None,None,154,4,0,new
1,Tienen,Maison,None,194000.0,notariale,9,225,0,0,0,None,None,0,None,None,110,2,0,new
2,Heverlee,Maison,Maison exceptionnelle,795000.0,notariale,6,269,0,0,0,None,None,1,None,None,None,4,0,new
3,Opwijk,Maison,None,469000.0,notariale,7,140,0,0,0,None,None,1,None,None,309,4,0,old
4,Leuven,Appartement,None,389000.0,notariale,4,77,0,0,0,True,7,0,None,None,None,2,0,old
5,Tervuren,Maison,Villa,692000.0,notariale,7,200,1,0,1,True,20,0,None,None,881,4,0,old
6,Leuven,Appartement,None,265000.0,notariale,5,94,0,1,0,None,None,0,None,None,94,4,0,old
7,Leuven,Appartement,App. rez-de-chaussée,265000.0,notariale,5,94,0,1,0,None,None,0,None,None,94,4,0,old
8,Vilvoorde,Maison,None,299000.0,notariale,7,50,0,0,0,True,20,0,None,None,80,2,0,old
9,None,Maison,Bungalow,None,notariale,7,225,0,0,0,None,None,1,None,None,128,4,0,old
0,Leuven,Appartement,Penthouse,675000,notariale,3,152,0,0,0,True,11,0,None,None,None,None,0,None
1,Opwijk,Maison,Villa,599000,notariale,6,285,0,0,0,True,71,1,None,None,585,4,0,old
2,Leuven,Appartement,None,207000,notariale,3,14,0,0,0,None,None,0,None,None,None,None,0,new
3,Halle,Appartement,None,256000,notariale,5,102,0,0,0,True,9,0,None,None,None,2,0,new
4,Zoutleeuw,Appartement,None,160000,notariale,4,259,0,0,0,None,None,0,None,None,None,2,0,None
5,Vilvoorde,Maison,Usage mixte,375000,notariale,7,200,0,0,0,True,62,0,None,None,None,2,0,old
6,Herent,Appartement,None,287900,notariale,4,81,0,0,0,True,57,0,None,None,None,None,0,None
7,Herent,Appartement,None,303000,notariale,4,35,0,0,0,True,24,0,None,None,None,None,0,None
8,Keerbergen,Maison,Villa,1250000,notariale,9,435,0,0,0,None,None,1,None,None,000,4,0,old
9,Keerbergen,Maison,Villa,1190000,notariale,10,630,0,0,0,None,None,1,None,None,529,None,0,old
0,Scherpenheuvel,Maison,None,157000,notariale,5,143,0,0,0,None,None,0,None,None,80,3,0,old
1,Scherpenheuvel,Maison,None,237000,notariale,7,143,0,0,0,None,None,1,None,None,176,3,0,old
2,Landen,Maison,None,180000,notariale,5,None,0,0,0,None,None,1,None,None,None,2,0,old
3,Tienen,Maison,None,235000,notariale,8,240,0,0,0,True,25,0,143,0,143,3,0,None
4,Kessel-Lo,Appartement,None,235000,notariale,4,74,0,0,0,None,None,1,None,None,None,None,0,old
5,Kortenberg,Maison,None,475000,notariale,7,160,0,0,0,True,14,1,None,None,538,3,0,old
6,Zaventem,Maison,Maison unifamiliale,389000,notariale,9,170,0,0,0,None,None,0,None,None,260,2,0,None
7,Bertem,Appartement,App. rez-de-chaussée,364000,notariale,6,145,0,0,0,None,None,0,None,None,None,None,0,old
8,Bertem,Appartement,App. rez-de-chaussée,339000,notariale,4,124,0,0,0,None,None,0,None,None,None,None,0,old
9,Schepdaal,Maison,None,367817,notariale,4,None,0,0,0,None,None,0,None,None,460,None,0,None
0,None,Maison,None,120000,agence,5,None,0,0,0,None,None,1,None,None,459,4,0,None
1,Wilsele,Maison,None,359000,notariale,6,130,0,0,0,None,None,0,None,None,670,4,0,None
2,Zichem,Maison,None,229000,notariale,5,None,0,0,0,None,None,1,None,None,572,None,0,old
3,Wezembeek-Oppem,Maison,None,669000,notariale,12,270,0,0,0,None,None,1,None,None,412,3,0,old
4,Leuven,Appartement,Studio avec coin lit,139000,notariale,1,24,0,0,0,None,None,1,None,None,None,None,0,old
5,Sint-Kwintens-Lennik,Maison,None,325000,notariale,6,110,0,0,0,None,None,1,60,40,100,3,0,None
6,Sint-Joris-Winge,Maison,None,380000,notariale,6,202,0,0,0,None,None,1,None,None,871,None,0,None
7,Boortmeerbeek,Maison,Villa,408320,notariale,6,168,0,0,0,None,None,0,None,None,711,None,0,None
8,Kortenberg,Appartement,Penthouse,544500,notariale,4,116,0,0,0,True,80,0,None,None,None,None,0,None
9,Kortenberg,Appartement,None,324500,notariale,4,104,0,0,0,None,None,0,None,None,None,None,0,None
0,Walsbets,Maison,None,249000.0,notariale,6,150,0,0,0,True,25,1,None,None,642,4,0,None
1,None,Maison,None,None,agence,5,None,0,0,0,None,None,1,None,None,236,4,0,None
2,Rhode-Saint-Genèse,Appartement,Serviceflat,160000.0,notariale,3,38,1,0,0,True,17,0,None,None,None,2,0,old
3,Alsemberg,Appartement,Serviceflat,160000.0,notariale,3,38,1,0,0,True,17,0,None,None,None,2,0,old
4,Machelen,Appartement,None,185000.0,notariale,3,50,0,1,0,None,None,0,None,None,None,None,0,None
5,Rotselaar,Appartement,None,315000.0,notariale,3,60,0,0,0,True,17,0,None,None,None,None,0,None
6,Rotselaar,Appartement,Penthouse,439000.0,notariale,4,142,0,0,0,True,69,0,None,None,None,None,0,None
7,Rotselaar,Appartement,None,173500.0,notariale,2,60,0,0,0,True,07,0,None,None,None,None,0,None
8,Rotselaar,Appartement,None,249500.0,notariale,3,90,0,0,0,True,84,0,None,None,None,None,0,None
9,Rotselaar,Appartement,App. rez-de-chaussée,276000.0,notariale,3,108,0,0,0,True,11,1,None,None,None,None,0,None
0,Tienen,Maison,Usage mixte,925000,notariale,11,None,0,0,0,True,20,1,None,None,640,2,0,old
1,Leuven,Maison,Maison de ville,798000,notariale,11,340,0,0,0,None,None,1,118,118,236,2,0,new
2,Zellik,Appartement,None,149000,notariale,4,72,0,0,0,True,6,0,None,None,None,2,0,None
3,Leuven,Maison,None,795000,notariale,6,374,0,0,0,None,None,0,None,None,217,None,0,None
4,Leuven,Appartement,None,545000,notariale,2,92,0,0,0,None,None,0,None,None,None,None,0,None
5,Leuven,Appartement,None,545000,notariale,2,100,0,0,0,None,None,0,None,None,None,None,0,None
6,Messelbroek,Maison,None,238000,notariale,6,136,0,0,0,True,30,0,None,None,599,4,0,old
7,Kapelle-op-den-Bos,Maison,None,359000,notariale,6,None,0,0,0,None,None,1,None,None,451,3,0,None
8,Leuven,Appartement,Studio,210000,notariale,2,25,0,1,0,None,None,0,None,None,25,2,0,new
9,Zellik,Maison,None,380000,notariale,8,153,0,0,0,True,11,1,None,None,274,3,0,old
0,Zaventem,Appartement,None,258000,notariale,3,57,0,0,0,True,8,0,None,None,None,2,0,old
1,Outgaarden,Maison,None,725000,notariale,8,252,0,0,0,True,50,1,147,838,985,4,0,new
2,Diest,Maison,None,164750,notariale,3,80,0,0,0,None,None,1,None,None,150,3,0,None
3,Scherpenheuvel,Appartement,None,235000,notariale,5,115,0,0,0,True,12,0,None,None,None,3,0,old
4,Begijnendijk,Maison,None,290000,notariale,6,None,0,0,0,None,None,1,60,160,220,3,0,old
5,Sint-Pieters-Leeuw,Maison,Villa,537000,notariale,8,50,1,0,0,True,30,0,None,None,697,4,0,new
6,Kessel-Lo,Maison,Maison unifamiliale,445000,notariale,6,145,0,0,0,True,15,0,None,None,280,3,0,old
7,Asse,Appartement,None,274900,notariale,4,60,0,0,0,True,60,0,None,None,60,2,0,old
8,Tremelo,Maison,None,392000,notariale,7,152,0,0,0,None,None,0,None,None,623,3,0,old
9,Lubbeek,Appartement,None,297069,notariale,6,80,0,0,0,True,70,0,None,None,None,None,0,None
0,Diest,Appartement,None,159000,notariale,3,65,0,0,0,None,None,0,None,None,None,2,0,old
1,Beersel,Appartement,Loft,419000,notariale,5,220,0,0,0,None,None,0,None,None,None,2,0,new
2,Lot,Appartement,Loft,419000,notariale,5,220,0,0,0,None,None,0,None,None,None,2,0,new
3,None,Maison,None,205000,agence,3,None,0,0,0,None,None,1,None,None,988,4,0,old
4,Grimbergen,Maison,None,379000,notariale,6,120,0,0,0,None,None,0,None,None,227,None,0,None
5,Leuven,Appartement,None,235000,notariale,2,26,0,0,0,None,None,1,None,None,265,None,0,None
6,None,Maison,None,240000,agence,6,None,0,0,0,None,None,1,None,None,613,4,0,old
7,None,Maison,None,200000,agence,6,None,0,0,0,None,None,1,None,None,372,3,0,old
8,Leuven,Appartement,Studio,265000,notariale,3,55,1,0,0,None,None,0,None,None,None,None,0,old
9,Elewijt,Maison,None,388000,notariale,6,225,0,0,0,None,None,0,None,None,676,4,0,old
0,Blanden,Maison,None,475000,notariale,8,161,0,0,0,None,None,0,None,None,553,None,0,old
1,Leuven,Appartement,None,165000,notariale,3,18,0,0,0,None,None,0,None,None,None,None,0,None
2,Leuven,Maison,None,599000,notariale,9,72,0,0,0,None,None,0,None,None,123,None,0,None
3,Lubbeek,Maison,None,485000,notariale,12,320,0,0,0,None,None,0,None,None,835,None,0,None
4,Tienen,Appartement,None,175000,notariale,3,60,0,0,0,None,None,0,None,None,None,2,0,None
5,Rotselaar,Maison,None,465000,notariale,6,16,0,0,0,None,None,0,None,None,523,None,0,None
6,Heverlee,Maison,None,850000,notariale,13,261,0,0,0,None,None,0,None,None,None,2,0,new
7,Tienen,Maison,Usage mixte,499500,notariale,6,None,0,0,0,None,None,0,None,None,None,2,0,None
8,Heverlee,Appartement,Studio,139250,notariale,3,35,0,1,0,None,None,0,None,None,35,2,0,new
9,Meensel-Kiezegem,Maison,Maison unifamiliale,253107,notariale,6,148,0,0,0,None,None,0,None,None,408,4,0,None
0,Herent,Appartement,None,399000,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
1,Sint-Pieters-Leeuw,Appartement,App. rez-de-chaussée,174500,notariale,3,69,0,0,0,None,None,0,None,None,None,None,0,old
2,Sint-Pieters-Leeuw,Appartement,None,174500,notariale,3,68,0,0,0,None,None,0,None,None,None,None,0,old
3,Vilvoorde,Maison,None,165000,notariale,4,60,0,0,0,None,None,0,None,None,None,None,0,None
4,Vilvoorde,Appartement,None,229000,notariale,4,85,0,0,0,None,None,0,None,None,None,None,0,None
5,Leuven,Appartement,None,380000,notariale,4,91,0,0,0,None,None,0,None,None,None,2,0,old
6,Nieuwrode,Maison,None,475000,notariale,6,136,0,0,0,None,None,1,None,None,434,4,0,old
7,Zoutleeuw,Maison,None,222000,notariale,4,144,0,0,0,None,None,0,None,None,510,4,0,None
8,Nossegem,Appartement,None,299000,notariale,3,80,0,0,0,True,20,0,None,None,None,2,0,old
9,Heverlee,Maison,Maison unifamiliale,369000,notariale,6,160,0,0,0,None,None,0,None,None,675,2,0,None
0,Dilbeek,Appartement,None,297405.0,notariale,2,10,0,0,0,True,10,0,None,None,None,None,0,None
1,Haasrode,Appartement,None,429000.0,notariale,7,175,0,0,0,True,8,0,175,None,None,3,0,old
2,Rhode-Saint-Genèse,Maison,None,880000.0,notariale,9,200,0,0,1,True,45,1,None,None,200,3,0,new
3,Overijse,Maison,None,920000.0,notariale,10,300,0,0,1,True,65,1,None,None,326,4,0,old
4,Overijse,Maison,Villa,729000.0,notariale,8,200,0,0,0,True,17,1,None,None,640,4,0,new
5,Zaventem,Maison,None,279000.0,notariale,6,None,0,0,0,True,18,1,None,None,180,2,0,new
6,Zaventem,Maison,None,279000.0,notariale,6,None,0,0,0,True,18,1,None,None,180,2,0,new
7,Boutersem,Appartement,Duplex,219000.0,notariale,4,95,0,0,0,None,None,0,105,0,105,3,0,new
8,None,Maison,Usage mixte,None,notariale,11,370,0,0,0,True,50,0,200,710,910,None,0,new
9,Heverlee,Maison,None,395000.0,notariale,7,150,0,0,0,None,None,1,None,None,130,2,0,old
0,Asse,Maison,None,207000,notariale,5,100,0,0,0,None,None,0,None,None,163,3,0,old
1,Boortmeerbeek,Maison,Villa,998000,notariale,10,596,0,0,0,None,None,1,None,None,780,4,0,new
2,Ezemaal,Maison,Maison unifamiliale,229000,notariale,6,134,0,0,0,None,None,1,None,None,230,3,0,new
3,Kessel-Lo,Appartement,Duplex,347400,notariale,5,116,0,0,0,True,17,0,None,None,None,None,0,old
4,Rotselaar,Maison,Maison ouvrière,199000,notariale,3,95,0,0,0,None,None,1,None,None,532,3,0,old
5,Rotselaar,Maison,Maison unifamiliale,378000,notariale,6,188,0,0,0,None,None,0,None,None,355,3,0,old
6,Molenstede,Maison,None,399000,notariale,7,212,0,0,0,None,None,0,None,None,742,None,0,None
7,Eppegem,Maison,None,449000,notariale,6,163,0,0,0,None,None,0,None,None,310,None,0,None
8,Testelt,Maison,None,449000,notariale,9,168,0,0,0,True,20,0,None,None,200,4,0,new
9,Diest,Maison,Maison de ville,560000,notariale,12,None,0,0,0,None,None,0,None,None,147,2,0,new
0,Roosdaal,Maison,None,334366.0,notariale,3,None,0,0,0,None,None,0,None,None,707,None,0,None
1,Tienen,Appartement,Serviceflat,239000.0,notariale,1,08,0,0,0,None,None,0,None,None,None,None,0,old
2,Tienen,Appartement,Serviceflat,239000.0,notariale,3,08,0,0,0,None,None,0,None,None,None,None,0,old
3,Leuven,Appartement,Studio,146000.0,notariale,2,50,0,0,0,None,None,0,None,None,None,3,0,old
4,Aarschot,Maison,None,299000.0,notariale,7,323,0,0,0,None,None,0,None,None,546,3,0,None
5,Meensel-Kiezegem,Maison,None,249000.0,notariale,5,163,0,0,0,None,None,1,None,None,324,2,0,old
6,Testelt,Maison,None,259000.0,notariale,4,134,0,0,0,None,None,0,None,None,433,None,0,old
7,Halle,Maison,None,199000.0,agence,4,None,0,0,0,None,None,0,None,None,80,None,0,old
8,None,Appartement,Studio avec coin lit,None,notariale,0,None,0,0,0,None,None,0,None,None,None,None,0,old
9,None,Maison,Maison unifamiliale,None,notariale,3,None,0,0,0,None,None,0,None,None,None,3,0,old
0,Leuven,Appartement,None,438000,notariale,2,100,0,0,0,None,None,0,None,None,None,None,0,None
1,Zichem,Maison,Maison unifamiliale,170000,notariale,5,275,0,0,0,None,None,0,None,None,475,4,0,old
2,Machelen,Appartement,App. rez-de-chaussée,210000,notariale,3,58,0,0,0,None,None,0,None,None,None,None,0,None
3,Machelen,Appartement,None,200000,notariale,3,80,0,0,0,None,None,0,None,None,None,None,0,None
4,Machelen,Appartement,Duplex,307000,notariale,5,03,0,0,0,None,None,0,None,None,None,None,0,None
5,Machelen,Appartement,Duplex,335500,notariale,4,52,0,0,0,None,None,0,None,None,None,None,0,None
6,Machelen,Appartement,App. rez-de-chaussée,205000,notariale,3,47,0,0,0,None,None,0,None,None,None,None,0,None
7,Machelen,Appartement,None,205000,notariale,3,72,0,0,0,None,None,0,None,None,None,None,0,None
8,Machelen,Appartement,App. rez-de-chaussée,220000,notariale,4,68,0,0,0,None,None,0,None,None,None,None,0,None
9,Machelen,Appartement,None,235000,notariale,4,28,0,0,0,None,None,0,None,None,None,None,0,None
0,Assent,Maison,None,249000,notariale,5,190,0,0,0,None,None,1,None,None,600,3,0,old
1,Gooik,Maison,None,459475,notariale,4,None,0,0,0,None,None,0,None,None,831,None,0,None
2,Roosdaal,Maison,None,378145,notariale,3,None,0,0,0,None,None,0,None,None,579,None,0,None
3,Huldenberg,Maison,Usage mixte,395000,notariale,8,260,0,0,0,True,72,0,None,None,248,2,0,None
4,Diest,Maison,None,785000,notariale,21,660,0,0,0,None,None,0,None,None,234,4,0,old
5,Landen,Maison,Usage mixte,430000,notariale,7,160,0,0,0,None,None,0,None,None,613,None,0,None
6,Halle,Appartement,Serviceflat,295000,notariale,2,85,0,0,0,None,None,1,None,None,85,2,0,old
7,Pepingen,Appartement,Serviceflat,242000,notariale,2,80,0,0,0,True,4,1,None,None,80,2,0,old
8,Langdorp,Maison,Villa moderne,550000,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
9,Leuven,Maison,Maison exceptionnelle,1089000,notariale,9,325,0,0,0,None,None,1,None,None,None,2,0,None
0,Tervuren,Maison,Villa,668000,notariale,12,200,0,0,1,True,15,0,None,None,566,4,0,new
1,Leuven,Appartement,Attique,375000,notariale,8,100,0,0,0,True,3,0,None,None,None,2,0,old
2,Vilvoorde,Appartement,None,229000,notariale,4,50,0,0,0,True,50,0,None,None,None,2,0,old
3,Tienen,Maison,None,289000,notariale,7,216,0,0,0,True,80,0,None,None,110,2,0,new
4,Beersel,Maison,None,540000,notariale,7,460,0,0,0,True,24,1,None,None,440,2,0,old
5,Rotselaar,Maison,None,455000,notariale,6,16,0,0,0,None,None,0,None,None,523,None,0,None
6,Heverlee,Appartement,Studio,159000,notariale,3,25,0,1,0,None,None,0,None,None,25,3,0,new
7,Heverlee,Appartement,Studio,146000,notariale,3,16,0,1,0,None,None,0,None,None,16,3,0,new
8,Heverlee,Appartement,Studio,148500,notariale,3,75,0,1,0,None,None,0,None,None,75,3,0,new
9,Heverlee,Appartement,Studio,148500,notariale,3,25,0,1,0,None,None,0,None,None,25,3,0,new
0,Lovenjoel,Appartement,None,420000.0,notariale,6,125,0,0,0,True,10,0,None,None,None,2,0,new
1,Glabbeek-Zuurbemde,Maison,Maison unifamiliale,329500.0,notariale,7,128,0,0,0,True,90,1,None,None,433,3,0,old
2,Hoegaarden,Appartement,None,213000.0,notariale,3,69,0,0,0,True,80,1,None,None,None,None,0,old
3,Leuven,Appartement,None,425000.0,notariale,5,106,0,0,0,True,40,0,None,None,None,2,0,old
4,Aarschot,Appartement,None,230000.0,notariale,6,134,0,0,0,None,None,0,None,None,None,3,0,old
5,Wespelaar,Maison,None,265000.0,notariale,3,None,0,0,0,None,None,1,None,None,096,3,0,None
6,Wezembeek-Oppem,Appartement,None,549000.0,notariale,9,165,0,0,0,True,19,0,None,None,None,2,0,old
7,None,Maison,Ferme,None,notariale,11,381,0,0,0,None,None,1,302,26,328,4,0,new
8,Machelen,Maison,None,412000.0,notariale,9,304,0,0,1,None,None,1,None,None,241,2,0,new
9,Aarschot,Maison,Maison deux facades,299000.0,notariale,6,275,0,0,0,None,None,1,None,None,395,2,0,old
0,Malderen,Appartement,None,390000,notariale,7,165,0,0,0,None,None,1,None,None,None,3,0,old
1,Malderen,Appartement,None,335000,notariale,7,145,0,0,0,None,None,1,None,None,None,2,0,old
2,Opwijk,Maison,None,425806,notariale,6,150,0,0,0,None,None,1,79,366,445,3,0,None
3,Wambeek,Maison,None,500929,notariale,6,240,0,0,0,None,None,0,None,None,333,3,0,None
4,Herne,Maison,None,646930,notariale,5,200,0,0,0,None,None,0,None,None,900,4,0,None
5,Zellik,Appartement,None,215000,notariale,6,95,0,0,0,None,None,1,95,None,None,3,0,old
6,Leuven,Maison,None,735000,notariale,7,73,0,0,0,True,3,0,None,None,None,2,0,old
7,Lovenjoel,Maison,Maison unifamiliale,289000,notariale,8,None,0,0,0,None,None,1,None,None,396,3,0,None
8,Steenokkerzeel,Maison,None,349000,notariale,4,150,0,0,0,None,None,0,None,None,608,None,0,None
9,Nederokkerzeel,Maison,None,525000,notariale,7,313,0,0,0,None,None,0,None,None,575,None,0,None
0,Aarschot,Maison,Maison unifamiliale,295000.0,notariale,8,100,0,0,0,None,None,0,None,None,511,4,0,old
1,Molenstede,Maison,Bungalow,265000.0,notariale,5,120,0,0,0,None,None,1,120,761,881,4,0,old
2,Kraainem,Maison,None,1091000.0,notariale,12,250,0,0,0,None,None,1,None,None,000,4,0,old
3,None,Appartement,Serviceflat,None,notariale,0,None,0,0,0,None,None,0,None,None,None,2,0,None
4,Herent,Appartement,None,469000.0,notariale,5,159,0,0,0,None,None,0,None,None,None,4,0,old
5,Landen,Appartement,None,90000.0,notariale,3,50,0,0,0,True,13,0,None,None,None,2,0,old
6,Scherpenheuvel,Maison,None,275000.0,notariale,9,188,0,0,0,None,None,0,None,None,528,4,0,old
7,Halle,Maison,None,293000.0,notariale,6,160,0,0,0,None,None,1,None,None,332,4,0,old
8,Wezemaal,Appartement,Loft,449000.0,notariale,4,176,0,0,0,True,31,0,None,None,None,None,0,old
9,Halle,Maison,Maison Kangourou,428000.0,notariale,13,250,0,0,0,None,None,1,None,None,391,2,0,old
0,Landen,Appartement,App. rez-de-chaussée,110000,notariale,4,71,0,0,0,None,None,1,None,None,71,2,0,old
1,Tienen,Maison,None,299000,notariale,2,None,0,0,0,None,None,0,180,0,180,None,0,None
2,Leuven,Maison,None,3472000,notariale,77,500,0,0,0,True,40,0,450,50,500,3,0,new
3,Halle,Maison,None,428000,notariale,13,27,0,1,0,None,None,1,None,None,770,3,0,new
4,Tollembeek,Maison,None,379231,notariale,3,None,0,0,0,None,None,0,None,None,834,None,0,None
5,Vilvoorde,Maison,None,375000,notariale,7,200,0,0,0,True,62,0,None,None,None,2,0,old
6,Zichem,Maison,None,339000,notariale,9,292,0,1,0,None,None,1,None,None,842,4,0,new
7,Wezemaal,Appartement,Loft,449000,notariale,4,176,0,0,0,True,31,0,None,None,None,None,0,old
8,Laar,Maison,None,330000,notariale,4,166,0,0,0,None,None,1,None,None,020,4,0,old
9,Wezembeek-Oppem,Appartement,None,300000,notariale,4,None,0,0,0,None,None,1,None,None,95,None,0,old
0,Kortrijk-Dutsel,Maison,None,493000,notariale,7,203,0,0,0,True,29,1,None,None,457,3,0,old
1,Rotselaar,Maison,Maison d’angle,295000,notariale,8,None,0,0,0,None,None,1,None,None,102,3,0,old
2,Walshoutem,Maison,Maison jumelée,335173,notariale,6,155,0,0,0,None,None,1,183,163,346,3,0,old
3,Walshoutem,Maison,Villa moderne,333173,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
4,Aarschot,Maison,None,885000,notariale,18,560,0,0,0,True,6,0,None,None,600,4,0,None
5,Kraainem,Maison,Villa,1299000,notariale,12,310,0,0,0,True,20,1,None,None,152,4,0,old
6,Scherpenheuvel,Maison,None,829000,notariale,22,425,0,0,0,None,None,0,None,None,None,3,0,None
7,Tienen,Appartement,None,235000,notariale,6,141,0,0,0,True,46,0,None,None,None,None,0,old
8,Roosdaal,Maison,None,404475,notariale,4,None,0,0,0,None,None,0,None,None,691,None,0,None
9,Keerbergen,Maison,Villa-Manoir,2590000,notariale,13,419,0,0,0,None,None,1,None,None,001,4,0,old
0,Heverlee,Appartement,Studio,141000,notariale,2,30,0,0,0,None,None,0,None,None,35,2,0,old
1,Sint-Pieters-Rode,Maison,Maison unifamiliale,330000,notariale,7,261,0,0,0,None,None,0,None,None,254,2,0,new
2,Heverlee,Appartement,None,275000,notariale,4,85,0,1,0,None,None,0,None,None,None,None,0,old
3,Drogenbos,Appartement,None,195000,notariale,4,70,0,0,0,None,None,0,None,None,None,2,0,old
4,None,Maison,None,120000,agence,5,None,0,0,0,None,None,1,None,None,259,2,0,None
5,None,Maison,None,180000,agence,5,None,0,0,0,None,None,1,None,None,214,2,0,old
6,None,Maison,None,320000,agence,6,None,0,0,0,None,None,1,None,None,596,4,0,old
7,None,Maison,None,175000,agence,6,None,0,0,0,None,None,1,None,None,255,None,0,old
8,Heverlee,Appartement,None,249000,notariale,5,73,0,0,0,None,None,0,None,None,None,2,0,new
9,Leuven,Appartement,Chambre d’étudiant,160000,notariale,3,53,0,1,0,None,None,0,None,None,None,None,0,old
0,Tildonk,Maison,None,575000,notariale,10,18,0,0,0,None,None,0,None,None,263,3,0,old
1,Zichem,Maison,Maison unifamiliale,249000,notariale,11,200,0,0,0,None,None,0,None,None,228,3,0,old
2,Leuven,Appartement,None,448000,notariale,6,None,0,0,0,None,None,0,None,None,None,None,0,old
3,Halle,Appartement,None,250000,notariale,5,87,0,0,0,True,10,0,None,None,None,None,0,old
4,Zichem,Maison,None,399000,notariale,6,200,0,0,0,None,None,1,None,None,559,3,0,old
