,locality,type of property,subtype of property,price,sale type,number of rooms,area,kitchen equipment,furnished,open fire,terrace,terrace area,garden,garden area,surface land,surface plot land,number of facades,swimming pool,building state
0,Maaseik,Maison,None,236750.0,notariale,4,None,0,0,0,None,None,0,None,None,238,3,0,old
1,Maaseik,Maison,None,236250.0,notariale,4,None,0,0,0,None,None,0,None,None,242,3,0,old
2,Maaseik,Maison,None,240500.0,notariale,4,None,0,0,0,None,None,0,None,None,238,3,0,old
3,Maaseik,Maison,None,236750.0,notariale,4,None,0,0,0,None,None,0,None,None,238,3,0,old
4,Maaseik,Maison,None,236250.0,notariale,4,None,0,0,0,None,None,0,None,None,242,3,0,old
5,Maaseik,Maison,None,240500.0,notariale,4,None,0,0,0,None,None,0,None,None,238,3,0,old
6,Maaseik,Maison,None,287500.0,notariale,4,None,0,0,0,None,None,0,None,None,264,3,0,old
7,Maaseik,Maison,None,230500.0,notariale,4,None,0,0,0,None,None,0,None,None,242,3,0,old
8,Maaseik,Maison,None,287750.0,notariale,4,None,0,0,0,None,None,0,None,None,239,3,0,old
9,Maaseik,Maison,None,290500.0,notariale,4,None,0,0,0,None,None,0,None,None,280,3,0,old
0,Zelem,Maison,None,375000.0,notariale,6,112,0,0,0,None,None,1,None,None,440,3,0,old
1,Elen,Maison,None,165000.0,notariale,5,120,0,0,0,None,None,1,None,None,641,3,0,old
2,None,Appartement,Immeuble d'appartements,None,notariale,0,None,0,0,0,None,None,0,None,None,None,None,0,old
3,Beringen,Maison,Usage mixte,448000.0,notariale,4,None,0,0,0,True,105,0,None,None,None,2,0,old
4,Tongeren,Appartement,None,114000.0,notariale,3,85,0,0,0,None,None,0,None,None,142,3,0,old
5,Tongeren,Appartement,None,122000.0,notariale,4,100,0,0,0,True,50,0,None,None,142,3,0,old
6,Tongeren,Appartement,None,124000.0,notariale,4,100,0,0,0,None,None,0,None,None,142,3,0,old
7,Lummen,Maison,Maison unifamiliale,210000.0,notariale,6,174,0,0,0,None,None,0,131,-25,106,3,0,old
8,Bilzen,Appartement,None,238000.0,notariale,0,95,0,0,0,None,None,0,None,None,None,None,0,None
9,Kortessem,Maison,Maison unifamiliale,205000.0,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
0,Neeroeteren,Maison,None,312000.0,notariale,8,215,0,0,0,None,None,1,None,None,612,4,0,old
1,Neeroeteren,Maison,None,296000.0,notariale,8,215,0,0,0,None,None,0,None,None,515,4,0,old
2,Leopoldsburg,Appartement,Studio,249000.0,notariale,6,140,0,0,0,True,24,1,None,None,None,3,0,old
3,Alken,Appartement,None,255000.0,notariale,4,120,0,0,0,None,None,0,None,None,120,None,0,old
4,Wijchmaal,Maison,None,275000.0,notariale,4,None,0,0,0,None,None,0,None,None,None,None,0,old
5,Tongeren,Maison,Maison unifamiliale,306000.0,notariale,6,150,0,0,0,True,30,0,100,218,318,3,0,old
6,Zonhoven,Maison,Maison unifamiliale,265000.0,notariale,4,225,0,0,0,None,None,0,None,None,640,3,0,old
7,Eisden,Appartement,Immeuble d'appartements,229000.0,notariale,5,174,0,0,0,None,None,0,None,None,None,None,0,None
8,Lummen,Maison,Maison unifamiliale,285000.0,notariale,6,161,0,0,0,None,None,0,87,855,942,4,0,old
9,Lummen,Maison,Maison unifamiliale,335000.0,notariale,6,157,0,0,0,None,None,0,157,698,855,4,0,old
0,Neerharen,Appartement,None,539000.0,notariale,5,203,0,0,0,None,None,0,None,None,203,None,0,new
1,Opglabbeek,Maison,None,299000.0,notariale,6,160,0,0,0,None,None,1,None,None,970,3,0,new
2,Hasselt,Appartement,None,179000.0,notariale,5,100,0,0,0,None,None,0,None,None,399,3,0,new
3,Wijchmaal,Maison,None,260000.0,notariale,13,300,0,0,0,None,None,0,None,None,500,4,0,old
4,Wellen,Maison,Maison unifamiliale,249000.0,notariale,6,None,0,0,0,None,None,1,None,None,790,3,0,None
5,Hasselt,Maison,Maison unifamiliale,279000.0,notariale,5,None,0,0,0,None,None,0,None,None,None,None,0,old
6,None,Maison,Ferme,273990.0,agence,3,None,0,0,0,None,None,0,None,None,700,4,0,old
7,None,Maison,None,124000.0,agence,5,None,0,0,0,None,None,0,None,None,108,3,0,old
8,Zonhoven,Maison,Maison unifamiliale,379000.0,notariale,6,161,0,0,0,None,None,1,None,None,150,4,0,old
9,Kuringen,Appartement,Duplex,279000.0,notariale,5,135,0,0,0,None,None,0,None,None,None,None,0,old
0,Helchteren,Appartement,App. rez-de-chaussée,234950.0,notariale,4,106,0,0,0,True,23,1,None,None,None,None,0,None
1,None,Maison,None,160000.0,agence,5,None,0,0,0,None,None,0,None,None,492,4,0,old
2,Achel,Maison,Maison à deux niveaux,279000.0,notariale,7,130,0,0,0,True,20,0,None,None,069,4,0,old
3,Genk,Appartement,None,249000.0,notariale,4,152,0,0,0,None,None,0,None,None,None,None,0,old
4,Diepenbeek,Maison,Usage mixte,339000.0,notariale,16,274,0,1,0,None,None,1,None,None,635,None,0,old
5,Zonhoven,Appartement,App. rez-de-chaussée,269900.0,notariale,5,180,0,0,0,None,None,1,None,None,None,4,0,new
6,Genk,Maison,None,269000.0,notariale,8,236,0,0,0,None,None,1,None,None,251,3,0,old
7,Hasselt,Maison,None,349000.0,notariale,4,146,0,0,0,None,None,0,None,None,264,None,0,new
8,None,Maison,Bungalow,70000.0,agence,2,103,0,0,0,None,None,0,None,None,412,4,0,old
9,None,Maison,None,220000.0,agence,5,None,0,0,0,None,None,0,None,None,324,2,0,old
0,Leopoldsburg,Appartement,Immeuble d'appartements,475000.0,notariale,12,None,0,0,0,None,None,0,None,None,None,3,0,old
1,None,Maison,Ferme,None,notariale,4,None,0,0,0,None,None,0,None,None,None,4,0,old
2,Overpelt,Maison,Maison unifamiliale,390000.0,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
3,Zelem,Maison,None,335000.0,notariale,4,194,0,0,0,None,None,0,None,None,452,4,0,old
4,Heusden-Zolder,Appartement,None,239500.0,notariale,2,None,0,0,0,None,None,0,None,None,None,None,0,old
5,Heusden-Zolder,Appartement,None,239500.0,notariale,2,None,0,0,0,None,None,0,None,None,None,None,0,old
6,Heusden-Zolder,Appartement,App. rez-de-chaussée,225000.0,notariale,2,None,0,0,0,None,None,0,None,None,None,None,0,old
7,Heusden-Zolder,Appartement,None,239500.0,notariale,2,None,0,0,0,None,None,0,None,None,None,None,0,old
8,Heusden-Zolder,Appartement,App. rez-de-chaussée,225000.0,notariale,2,None,0,0,0,None,None,0,None,None,None,None,0,old
9,None,Maison,None,60000.0,agence,5,115,0,0,0,None,None,0,None,None,423,4,0,old
0,Vucht,Appartement,None,199000.0,notariale,6,105,0,0,0,True,11,0,None,None,None,None,0,old
1,Genk,Appartement,None,139000.0,notariale,4,82,0,0,0,None,None,0,None,None,82,2,0,old
2,Alken,Maison,None,549000.0,notariale,7,410,0,0,0,None,None,0,186,813,999,4,0,old
3,Kwaadmechelen,Appartement,None,169000.0,notariale,4,109,0,0,0,True,34,0,None,None,None,3,0,old
4,None,Maison,Ferme,None,notariale,0,None,0,0,0,None,None,0,None,None,548,4,0,old
5,Hasselt,Maison,Bel-étage,252000.0,notariale,7,140,0,0,0,None,None,1,None,None,102,2,0,old
6,Veldwezelt,Maison,Usage mixte,249000.0,notariale,8,None,0,0,0,True,20,1,None,None,142,2,0,new
7,Heusden-Zolder,Maison,None,349000.0,notariale,8,120,0,0,0,None,None,1,None,None,500,4,0,old
8,Halen,Appartement,None,245000.0,notariale,5,92,0,0,0,None,None,0,None,None,None,None,0,old
9,Lommel,Maison,None,172000.0,notariale,5,180,0,0,0,None,None,0,None,None,533,3,0,old
0,Diepenbeek,Appartement,App. rez-de-chaussée,207268.0,notariale,4,30,0,0,0,True,50,0,30,None,None,2,0,old
1,Bree,Appartement,None,164500.0,notariale,3,99,0,0,0,True,92,0,None,None,257,3,0,old
2,Bree,Appartement,None,164500.0,notariale,3,51,0,0,0,True,92,0,None,None,257,3,0,old
3,Hechtel-Eksel,Maison,Maison unifamiliale,276500.0,notariale,6,127,0,0,0,None,None,1,None,None,352,3,0,old
4,Borgloon,Maison,None,199000.0,notariale,6,126,0,0,0,None,None,1,None,None,291,2,0,old
5,Zutendaal,Maison,None,300000.0,notariale,0,None,0,0,0,None,None,0,None,None,800,4,0,old
6,Diepenbeek,Appartement,None,204783.0,notariale,4,83,0,0,0,None,None,0,None,None,None,None,0,old
7,Elen,Maison,None,244000.0,notariale,5,None,0,0,0,None,None,1,None,None,043,4,0,old
8,Kuringen,Maison,None,995000.0,notariale,4,None,0,0,0,None,None,0,None,None,None,None,0,None
9,Opglabbeek,Appartement,None,140000.0,notariale,4,97,0,0,0,None,None,0,None,None,None,4,0,old
0,Bovelingen,Maison,None,170000.0,agence,5,None,0,0,0,None,None,0,None,None,660,2,0,old
1,Gingelom,Maison,Maison unifamiliale,376000.0,notariale,9,220,0,0,0,None,None,1,110,785,895,4,0,old
2,Maasmechelen,Maison,Usage mixte,415000.0,notariale,0,None,0,0,0,None,None,0,None,None,None,2,0,old
3,Beringen,Maison,Maison unifamiliale,525000.0,notariale,6,None,0,0,0,None,None,1,None,None,621,4,0,old
4,Koersel,Appartement,App. rez-de-chaussée,215000.0,notariale,7,133,0,0,0,None,None,1,None,None,554,3,0,old
5,Halen,Maison,None,150000.0,notariale,5,127,0,0,0,None,None,0,None,None,120,2,0,old
6,Loksbergen,Maison,None,275000.0,notariale,14,None,0,0,0,None,None,0,None,None,534,3,0,new
7,Halen,Maison,None,95000.0,notariale,0,133,0,0,0,None,None,1,None,None,750,3,0,old
8,Lommel,Appartement,None,261250.0,notariale,4,108,0,0,0,True,12,0,None,None,None,2,0,old
9,Lommel,Appartement,None,290000.0,notariale,4,111,0,0,0,True,23,0,None,None,None,2,0,old
0,Overpelt,Maison,None,243000.0,notariale,4,None,0,0,0,None,None,0,None,None,90,2,0,old
1,Overpelt,Maison,None,263000.0,notariale,4,None,0,0,0,None,None,0,None,None,29,3,0,None
2,Overpelt,Maison,None,243000.0,notariale,4,None,0,0,0,None,None,0,None,None,73,2,0,old
3,Overpelt,Maison,None,257000.0,notariale,4,None,0,0,0,None,None,0,None,None,08,3,0,old
4,Overpelt,Maison,None,257000.0,notariale,4,None,0,0,0,None,None,0,None,None,42,3,0,old
5,Overpelt,Maison,None,245000.0,notariale,4,None,0,0,0,None,None,0,None,None,90,2,0,old
6,Overpelt,Maison,None,245000.0,notariale,4,None,0,0,0,None,None,0,None,None,90,2,0,old
7,Borgloon,Maison,None,458000.0,notariale,14,408,0,0,0,None,None,1,135,242,377,None,0,new
8,Hasselt,Maison,None,299000.0,notariale,6,239,0,0,0,None,None,1,180,410,590,None,0,old
9,Lanaken,Maison,None,129000.0,notariale,7,179,0,0,0,None,None,1,105,303,408,None,0,old
0,Genk,Appartement,None,199700.0,notariale,3,75,0,0,0,None,None,0,None,None,None,2,0,old
1,Genk,Appartement,None,277100.0,notariale,5,116,0,0,0,None,None,0,None,None,None,None,0,None
2,Genk,Appartement,None,212200.0,notariale,3,60,0,0,0,None,None,0,None,None,None,None,0,None
3,Genk,Appartement,Penthouse,318600.0,notariale,4,30,0,0,0,None,None,0,None,None,None,None,0,None
4,Genk,Appartement,None,251200.0,notariale,4,99,0,0,0,None,None,0,None,None,None,None,0,None
5,Genk,Appartement,App. rez-de-chaussée,254700.0,notariale,4,96,0,0,0,None,None,0,None,None,None,2,0,old
6,Genk,Appartement,None,267500.0,notariale,4,106,0,0,0,None,None,0,None,None,None,2,0,old
7,Genk,Appartement,None,270500.0,notariale,5,60,0,0,0,None,None,0,None,None,None,None,0,None
8,Genk,Appartement,None,215300.0,notariale,4,80,0,0,0,None,None,0,None,None,None,None,0,None
9,Genk,Appartement,None,233900.0,notariale,4,92,0,0,0,None,None,0,None,None,None,2,0,old
0,Genk,Maison,None,240000.0,notariale,4,129,0,0,0,True,40,1,None,None,292,2,0,new
1,Brustem,Maison,None,307750.0,notariale,6,150,0,0,0,True,20,1,None,None,513,3,0,old
2,Borgloon,Maison,None,349000.0,notariale,9,223,0,0,0,None,None,1,None,None,056,4,0,old
3,As,Maison,Maison unifamiliale,219000.0,notariale,5,170,0,0,0,None,None,1,None,None,641,3,0,old
4,Bilzen,Maison,None,425000.0,notariale,8,216,0,0,0,None,None,0,None,None,468,4,0,old
5,Hechtel,Maison,Maison unifamiliale,199000.0,notariale,6,143,0,0,0,None,None,1,None,None,315,3,0,old
6,Genk,Appartement,None,539000.0,notariale,5,130,0,1,1,None,None,0,None,None,None,None,0,old
7,Dilsen-Stokkem,Maison,Maison unifamiliale,239000.0,notariale,7,125,0,0,0,None,None,0,None,None,747,3,0,new
8,Lummen,Maison,Villa-Manoir,359000.0,notariale,12,227,0,0,1,None,None,0,None,None,000,4,0,old
9,Maasmechelen,Appartement,None,175000.0,notariale,2,88,0,0,0,None,None,0,None,None,None,None,0,old
0,Zolder,Maison,Villa,475000.0,notariale,7,340,0,0,0,None,None,0,None,None,121,2,0,old
1,Diepenbeek,Appartement,None,130000.0,notariale,3,70,0,0,0,None,None,0,None,None,None,3,0,new
2,Hasselt,Appartement,None,155000.0,notariale,2,80,0,0,0,None,None,0,None,None,None,None,0,old
3,Bilzen,Appartement,Immeuble d'appartements,249000.0,notariale,0,None,0,0,0,None,None,0,None,None,188,2,0,None
4,Bree,Appartement,None,275000.0,notariale,4,85,0,0,0,None,None,0,None,None,None,2,0,old
5,Bree,Appartement,None,275000.0,notariale,4,85,0,0,0,None,None,0,None,None,None,2,0,old
6,Hasselt,Maison,Villa-Manoir,559000.0,notariale,7,300,0,0,0,None,None,1,None,None,912,4,0,old
7,Kwaadmechelen,Maison,None,219000.0,notariale,6,152,0,0,0,None,None,0,None,None,458,4,0,old
8,Lummen,Appartement,None,413600.0,notariale,5,151,0,0,0,None,None,0,None,None,None,None,0,old
9,None,Maison,None,170000.0,agence,5,157,0,0,0,None,None,0,None,None,810,4,0,old
0,Lanaken,Maison,Maison unifamiliale,499000.0,notariale,4,None,0,0,0,None,None,0,None,None,None,4,0,old
1,Sint-Truiden,Appartement,None,269000.0,notariale,4,90,0,0,0,True,12,1,None,None,None,2,0,old
2,Sint-Truiden,Maison,None,395000.0,notariale,9,240,0,0,1,None,None,1,None,None,789,4,0,new
3,Lummen,Maison,Maison unifamiliale,325000.0,notariale,6,117,0,0,0,None,None,0,60,356,416,3,0,old
4,Beringen,Appartement,None,175000.0,notariale,4,90,0,0,0,None,None,0,None,None,None,4,0,old
5,Beringen,Appartement,None,185000.0,notariale,4,78,0,0,0,None,None,0,None,None,None,None,0,old
6,Neerpelt,Appartement,None,276000.0,notariale,3,None,0,0,0,True,8,0,None,None,None,None,0,old
7,Genk,Appartement,None,396000.0,notariale,3,148,0,0,0,None,None,0,None,None,None,None,0,old
8,Bilzen,Maison,None,449000.0,notariale,10,430,0,0,0,None,None,1,None,None,902,4,0,old
9,Kessenich,Maison,None,180000.0,notariale,6,140,0,0,0,None,None,1,75,397,472,4,0,old
0,Eisden,Maison,None,205000.0,notariale,6,196,0,0,0,None,None,0,None,None,210,2,0,new
1,Beverlo,Maison,None,225000.0,notariale,6,120,0,0,0,None,None,1,None,None,371,4,0,old
2,Maaseik,Maison,None,189000.0,notariale,7,190,0,0,0,None,None,0,None,None,659,4,0,old
3,Genk,Maison,None,195000.0,notariale,4,None,0,0,0,None,None,1,None,None,625,None,0,None
4,None,Appartement,None,None,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,None
5,Alken,Appartement,Studio,245000.0,notariale,4,93,0,0,0,True,10,1,None,None,None,2,0,old
6,Bree,Maison,None,499000.0,notariale,8,346,0,0,1,None,None,0,None,None,450,None,0,old
7,Zonhoven,Appartement,None,264624.0,notariale,6,150,0,0,0,True,14,0,None,None,None,None,0,old
8,Zonhoven,Appartement,None,264624.0,notariale,6,150,0,0,0,True,14,0,None,None,None,None,0,old
9,Zonhoven,Appartement,None,272482.0,notariale,6,155,0,0,0,True,15,0,None,None,None,None,0,old
0,Halen,Appartement,Duplex,260000.0,notariale,6,122,0,0,0,None,None,0,None,None,None,2,0,old
1,Halen,Maison,None,98500.0,notariale,4,110,0,0,0,None,None,0,None,None,80,2,0,old
2,Zonhoven,Maison,Villa,448000.0,notariale,7,270,0,0,0,True,42,1,None,None,119,4,0,old
3,Zonhoven,Maison,Maison unifamiliale,247320.0,notariale,7,184,0,0,0,None,None,1,None,None,308,3,0,old
4,Kaulille,Maison,None,225000.0,notariale,7,210,0,0,0,None,None,1,None,None,351,4,0,old
5,Genk,Maison,None,295000.0,notariale,9,95,0,0,0,None,None,1,None,None,724,3,0,old
6,Leopoldsburg,Appartement,None,198000.0,notariale,4,108,0,0,0,None,None,0,None,None,None,4,0,new
7,Houthalen,Maison,None,199950.0,notariale,6,None,0,0,0,None,None,0,None,None,569,4,0,old
8,Kuringen,Appartement,None,274950.0,notariale,4,57,0,0,0,True,84,0,None,None,None,None,0,None
9,None,Maison,Villa,None,notariale,17,732,0,0,0,None,None,0,None,None,700,4,0,new
0,Lanklaar,Appartement,None,146000.0,notariale,6,94,0,0,0,None,None,0,None,None,None,None,0,new
1,Rekem,Maison,None,399000.0,notariale,10,360,0,0,0,True,14,1,None,None,936,4,0,old
2,Hasselt,Appartement,Attique,284963.0,notariale,4,104,0,0,0,True,16,0,None,None,None,2,0,None
3,Houthalen-Helchteren,Appartement,App. rez-de-chaussée,244005.0,notariale,4,97,0,0,0,True,17,0,None,None,114,3,0,old
4,Houthalen-Helchteren,Appartement,App. rez-de-chaussée,209626.0,notariale,3,74,0,0,0,True,26,0,None,None,134,3,0,old
5,Tessenderlo,Appartement,App. rez-de-chaussée,175920.0,notariale,3,68,0,0,0,True,17,1,None,None,None,2,0,old
6,Tessenderlo,Appartement,Penthouse,345500.0,notariale,9,75,0,0,0,True,11,0,None,None,None,2,0,old
7,Dilsen-Stokkem,Maison,None,485000.0,notariale,5,265,0,0,0,None,None,0,None,None,018,None,0,old
8,Hasselt,Appartement,Penthouse,575000.0,notariale,3,132,0,0,0,None,None,0,None,None,None,2,0,old
9,Hasselt,Appartement,App. rez-de-chaussée,315000.0,notariale,3,103,0,0,0,None,None,0,None,None,None,2,0,None
0,Donk,Maison,None,291500.0,notariale,6,164,0,0,0,None,None,1,None,None,300,3,0,old
1,Opglabbeek,Appartement,None,159000.0,notariale,5,143,0,0,0,None,None,0,None,None,749,3,0,old
2,Diepenbeek,Appartement,Duplex,243500.0,notariale,2,110,0,0,0,None,None,0,None,None,None,2,0,old
3,Tongeren,Appartement,None,239000.0,notariale,3,78,0,0,0,None,None,0,None,None,1,4,0,old
4,Hechtel,Appartement,App. rez-de-chaussée,239000.0,notariale,4,None,0,0,0,None,None,0,None,None,800,4,0,old
5,Tongeren,Maison,Maison unifamiliale,185000.0,notariale,6,None,0,0,0,None,None,0,130,720,850,4,0,old
6,Genk,Appartement,Appartement pour retraités,155000.0,notariale,3,55,0,0,0,None,None,0,None,None,111,None,0,old
7,Sint-Truiden,Appartement,Penthouse,174000.0,notariale,3,70,0,0,0,None,None,0,None,None,None,None,0,old
8,Hasselt,Appartement,None,195000.0,notariale,4,95,0,0,0,None,None,0,None,None,None,3,0,new
9,Tongeren,Appartement,None,125000.0,notariale,4,90,0,0,0,True,3,0,None,None,103,2,0,new
0,Hasselt,Appartement,None,207100.0,notariale,2,77,0,0,0,True,11,0,None,None,None,None,0,None
1,Bocholt,Maison,None,545000.0,notariale,13,391,0,0,0,None,None,1,None,None,883,4,0,old
2,Hasselt,Appartement,Penthouse,499000.0,notariale,8,143,0,0,0,None,None,0,None,None,None,None,0,old
3,Sint-Truiden,Appartement,App. rez-de-chaussée,224000.0,notariale,4,75,0,0,0,True,30,0,None,None,75,2,0,old
4,Borgloon,Maison,None,265000.0,notariale,7,266,0,0,0,None,None,0,None,None,365,2,0,old
5,Loksbergen,Appartement,App. rez-de-chaussée,215000.0,notariale,4,99,0,0,0,True,14,0,None,None,101,3,0,None
6,Loksbergen,Appartement,Duplex,275000.0,notariale,4,147,0,0,0,True,14,0,None,None,101,3,0,None
7,Lummen,Appartement,None,265000.0,notariale,4,30,0,0,0,True,90,0,None,None,None,None,0,old
8,Heusden,Maison,None,237728.0,notariale,0,136,0,0,0,None,None,0,None,None,556,3,0,old
9,Heusden,Maison,None,229738.0,notariale,3,130,0,0,0,None,None,0,None,None,590,3,0,old
0,Gingelom,Maison,None,259000.0,notariale,3,None,0,0,0,None,None,0,None,None,301,3,0,None
1,None,Maison,None,None,notariale,3,None,0,0,0,None,None,0,None,None,None,3,0,None
2,Houthalen,Maison,None,625000.0,notariale,6,223,0,0,0,None,None,1,None,None,947,4,0,old
3,Hasselt,Maison,Bungalow,315000.0,notariale,6,140,0,0,0,None,None,1,180,-149,031,4,0,old
4,Leopoldsburg,Maison,Maison jumelée,230000.0,notariale,6,None,0,0,0,None,None,1,None,None,373,2,0,old
5,Bilzen,Maison,Maison unifamiliale,278107.0,notariale,4,None,0,0,0,None,None,0,None,None,803,4,0,None
6,Alken,Maison,Maison unifamiliale,325455.0,notariale,5,147,0,0,0,None,None,1,None,None,220,3,0,old
7,Bree,Maison,Villa-Manoir,539000.0,notariale,10,None,0,0,0,None,None,1,None,None,745,4,0,new
8,Houthalen-Helchteren,Appartement,None,229000.0,notariale,7,115,0,0,0,True,50,0,None,None,903,4,0,old
9,Bree,Appartement,None,235000.0,notariale,6,17,0,0,0,True,27,0,None,None,None,2,0,old
0,Rekem,Maison,Maison de vacances,138000.0,notariale,4,71,0,0,0,None,None,0,None,None,None,4,0,old
1,None,Appartement,Penthouse,None,notariale,5,360,0,0,0,True,150,1,None,None,None,4,0,old
2,Riemst,Maison,None,290000.0,notariale,6,383,0,0,0,None,None,0,None,None,220,3,0,new
3,None,Maison,Villa-Manoir,None,notariale,8,None,0,0,0,None,None,0,None,None,776,4,0,old
4,Genk,Maison,None,167000.0,notariale,5,126,0,0,0,None,None,0,90,13,103,3,0,new
5,Houthalen,Appartement,None,254016.0,notariale,4,93,0,0,0,None,None,0,None,None,None,2,0,old
6,Houthalen,Appartement,None,254016.0,notariale,4,97,0,0,0,None,None,0,None,None,None,2,0,old
7,Helchteren,Appartement,Serviceflat,190000.0,notariale,3,58,0,0,0,True,7,0,None,None,None,None,0,old
8,Helchteren,Appartement,Serviceflat,185000.0,notariale,3,54,0,0,0,True,7,0,None,None,None,None,0,old
9,Helchteren,Appartement,Serviceflat,185000.0,notariale,3,56,0,0,0,True,5,0,None,None,None,None,0,old
0,Leopoldsburg,Appartement,Duplex,217900.0,notariale,5,80,0,0,0,True,25,0,None,None,060,2,0,old
1,Opoeteren,Maison,None,575000.0,notariale,7,279,0,0,0,None,None,1,None,None,620,4,0,old
2,None,Maison,None,None,notariale,9,347,0,0,0,None,None,1,None,None,801,4,0,new
3,None,Maison,None,None,notariale,4,None,0,0,0,True,22,0,None,None,670,4,0,old
4,Eisden,Maison,Villa,895000.0,notariale,11,735,0,0,0,None,None,1,None,None,650,4,0,old
5,Hasselt,Maison,None,275000.0,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
6,None,Appartement,Duplex,None,notariale,8,170,0,0,0,True,8,0,None,None,81,None,0,new
7,Sint-Truiden,Maison,None,247000.0,notariale,8,300,0,0,0,None,None,0,None,None,300,2,0,None
8,Sint-Truiden,Maison,None,297000.0,notariale,3,142,0,0,0,None,None,0,None,None,188,3,0,old
9,None,Appartement,None,None,notariale,0,None,0,0,0,None,None,0,None,None,None,None,0,None
0,Hasselt,Appartement,Loft,895000.0,notariale,7,249,0,0,0,None,None,0,None,None,None,None,0,old
1,Sint-Truiden,Maison,None,349000.0,notariale,8,187,0,0,0,None,None,1,None,None,407,None,0,new
2,Zonhoven,Maison,Villa,339000.0,notariale,10,227,0,0,0,None,None,1,109,671,780,4,0,old
3,Heppen,Appartement,None,159000.0,notariale,3,80,0,0,0,None,None,0,None,None,None,2,0,None
4,Hechtel,Maison,Maison de ville,289000.0,notariale,8,193,0,0,0,None,None,1,None,None,500,3,0,new
5,Houthalen,Maison,None,395000.0,notariale,7,224,0,0,0,None,None,1,None,None,500,4,0,old
6,None,Maison,Maison jumelée,None,notariale,6,182,0,0,0,None,None,1,None,None,588,3,0,new
7,None,Appartement,Penthouse,None,notariale,4,169,0,0,0,True,70,0,None,None,None,3,0,None
8,None,Appartement,None,None,notariale,3,140,0,0,0,True,24,0,None,None,None,2,0,None
9,Hasselt,Appartement,None,423850.0,notariale,3,113,0,0,0,True,25,0,None,None,None,2,0,None
0,Hasselt,Appartement,Studio,95000.0,notariale,1,35,0,0,0,None,None,0,None,None,None,None,0,old
1,Hamont-Achel,Maison,Bungalow,325000.0,notariale,8,220,0,0,0,None,None,1,None,None,137,4,0,new
2,Overpelt,Maison,Maison unifamiliale,339500.0,notariale,0,None,0,0,0,None,None,1,296,-98,198,4,0,old
3,Genk,Maison,Maison unifamiliale,525000.0,notariale,5,300,0,0,0,None,None,1,None,None,254,4,0,old
4,Gingelom,Maison,None,226000.0,notariale,7,202,0,0,0,None,None,0,156,-132,024,4,0,old
5,As,Maison,None,349000.0,agence,7,292,0,0,0,None,None,0,None,None,556,3,0,old
6,Borgloon,Appartement,Duplex,181600.0,notariale,3,81,0,0,0,True,50,1,None,None,None,None,0,old
7,Heppen,Appartement,Duplex,165000.0,notariale,6,95,0,0,0,None,None,0,None,None,None,None,0,old
8,Bilzen,Maison,None,305000.0,notariale,5,None,0,0,0,None,None,0,None,None,334,3,0,None
9,Bilzen,Maison,None,330000.0,notariale,5,None,0,0,0,None,None,0,None,None,345,3,0,None
0,Maaseik,Maison,None,260500.0,notariale,4,None,0,0,0,None,None,1,None,None,272,2,0,old
1,Maaseik,Maison,None,265000.0,notariale,4,None,0,0,0,None,None,1,None,None,337,3,0,old
2,Overpelt,Maison,None,286000.0,notariale,4,None,0,0,0,None,None,0,None,None,329,3,0,None
3,Hasselt,Appartement,None,238200.0,notariale,3,93,0,0,0,True,11,0,None,None,None,None,0,None
4,Hasselt,Appartement,None,337000.0,notariale,4,132,0,0,0,True,34,0,None,None,None,None,0,None
5,Hasselt,Appartement,None,351000.0,notariale,4,144,0,0,0,True,22,0,None,None,None,None,0,None
6,Hasselt,Appartement,None,274500.0,notariale,4,109,0,0,0,True,16,0,None,None,None,None,0,None
7,Hasselt,Appartement,None,220100.0,notariale,3,81,0,0,0,True,24,0,None,None,None,None,0,None
8,Hasselt,Appartement,None,226125.0,notariale,3,94,0,0,0,True,13,0,None,None,None,None,0,None
9,Lanaken,Maison,None,281000.0,notariale,4,None,0,0,0,None,None,1,None,None,337,3,0,None
0,Rekem,Maison,None,295000.0,notariale,6,160,0,0,0,None,None,1,None,None,383,3,0,old
1,Maasmechelen,Appartement,None,175000.0,notariale,5,81,0,0,0,True,89,0,None,None,None,2,0,old
2,Schulen,Maison,None,324000.0,notariale,11,408,0,0,0,None,None,1,None,None,547,4,0,old
3,Tessenderlo,Maison,None,151000.0,notariale,4,140,0,0,0,None,None,1,None,None,213,2,0,old
4,Bree,Maison,Maison unifamiliale,211000.0,notariale,6,None,0,0,0,None,None,0,132,54,186,2,0,old
5,Bree,Maison,Maison unifamiliale,211000.0,notariale,6,None,0,0,0,None,None,0,132,54,186,2,0,old
6,None,Maison,None,110000.0,agence,4,None,0,0,0,None,None,0,None,None,296,3,0,None
7,As,Maison,Maison unifamiliale,329000.0,notariale,7,186,0,0,0,None,None,1,None,None,174,2,0,old
8,Koersel,Maison,None,397000.0,notariale,6,217,0,0,0,None,None,1,None,None,449,3,0,old
9,Tongeren,Appartement,None,154500.0,notariale,6,128,0,0,0,None,None,0,None,None,None,2,0,old
0,Diepenbeek,Appartement,None,306000.0,notariale,6,None,0,0,0,True,24,0,None,None,139,None,0,old
